Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
487,76,076-010,12,011-015,-0.08333333333333333,"Cathcart, as he spoke, continued to peer uneasily into the surrounding gloom"
487,31,026-050,7,006-008,0,"His voice sank to a hushed tone"
488,177,176-200,32,031-035,0.03125,"'The Wendigo,' he added, 'is said to burn his feet owing to the friction, apparently caused by its tremendous velocity till they drop off, and new ones form exactly like its own"
489,102,101-125,17,016-020,0,"Simpson listened in horrified amazement; but it was the pallor on Hank's face that fascinated him most"
489,74,076-010,14,011-015,0.07142857142857142,"He would willingly have stopped his ears and closed his eyes, had he dared"
490,149,126-150,29,026-030,0,"'It don't always keep to the ground neither,' came in Hank's slow, heavy drawl, 'for it goes so high that he thinks the stars have set him all a-fire"
490,199,176-200,37,036-040,0.02702702702702703,"An' it'll take great thumpin' jumps sometimes, an' run along the tops of the trees, carrying its partner with it, an' then droppin' him jest as a fish hawk'll drop a pickerel to kill it before eatin'"
490,55,051-075,13,011-015,0,"An' its food, of all the muck in the whole Bush is moss"
490,39,026-050,7,006-008,0.2857142857142857,"And he laughed a short, unnatural laugh"
490,100,076-010,17,016-020,0,"'It's a moss-eater, is the Wendigo,' he added, looking up excitedly into the faces of his companions"
490,85,076-010,14,011-015,0,"'Moss-eater,' he repeated, with a string of the most outlandish oaths he could invent"
491,60,051-075,11,011-015,0.36363636363636365,"But Simpson now understood the true purpose of all this talk"
491,109,101-125,19,016-020,-0.05263157894736842,"What these two men, each strong and 'experienced' in his own way, dreaded more than anything else was silence"
491,30,026-050,5,003-005,0,"They were talking against time"
491,238,226-250,37,036-040,0.05405405405405406,"They were also talking against darkness, against the invasion of panic, against the admission reflection might bring that they were in an enemy's country against anything, in fact, rather than allow their inmost thoughts to assume control"
491,101,101-125,18,016-020,0.1111111111111111,"He himself, already initiated by the awful vigil with terror, was beyond both of them in this respect"
491,44,051-075,9,009-010,0.2222222222222222,"He had reached the stage where he was immune"
491,130,126-150,21,021-025,-0.09523809523809523,"But these two, the scoffing, analytical doctor, and the honest, dogged backwoodsman, each sat trembling in the depths of his being"
492,220,201-225,39,036-040,0,"Thus the hours passed; and thus, with lowered voices and a kind of taut inner resistance of spirit, this little group of humanity sat in the jaws of the wilderness and talked foolishly of the terrible and haunting legend"
492,127,126-150,22,021-025,0.13636363636363635,"It was an unequal contest, all things considered, for the wilderness had already the advantage of first attack and of a hostage"
492,122,101-125,19,016-020,-0.05263157894736842,"The fate of their comrade hung over them with a steadily increasing weight of oppression that finally became insupportable"
493,269,251-275,47,046-050,0.02127659574468085,"It was Hank, after a pause longer than the preceding ones that no one seemed able to break, who first let loose all this pent-up emotion in very unexpected fashion, by springing suddenly to his feet and letting out the most ear-shattering yell imaginable into the night"
493,50,051-075,9,009-010,0,"He could not contain himself any longer, it seemed"
493,119,101-125,23,021-025,-0.17391304347826086,"To make it carry even beyond an ordinary cry he interrupted its rhythm by shaking the palm of his hand before his mouth"
494,204,201-225,38,036-040,-0.07894736842105263,"'That's for Défago,' he said, looking down at the other two with a queer, defiant laugh, 'for it's my belief' the sandwiched oaths may be omitted 'that my ole partner's not far from us at this very minute"
495,194,176-200,33,031-035,-0.18181818181818182,"There was a vehemence and recklessness about his performance that made Simpson, too, start to his feet in amazement, and betrayed even the doctor into letting the pipe slip from between his lips"
495,109,101-125,19,016-020,-0.10526315789473684,"Hank's face was ghastly, but Cathcart's showed a sudden weakness a loosening of all his faculties, as it were"
495,158,151-175,27,026-030,0,"Then a momentary anger blazed into his eyes, and he too, though with deliberation born of habitual self-control, got upon his feet and faced the excited guide"
495,82,076-010,15,011-015,-0.06666666666666667,"For this was unpermissible, foolish, dangerous, and he meant to stop it in the bud"
496,482,more,84,more,-0.03571428571428571,"What might have happened in the next minute or two one may speculate about, yet never definitely know, for in the instant of profound silence that followed Hank's roaring voice, and as though in answer to it, something went past through the darkness of the sky overhead at terrific speed something of necessity very large, for it displaced much air, while down between the trees there fell a faint and windy cry of a human voice, calling in tones of indescribable anguish and appeal"
497,7,000-010,2,000-002,0,"'Oh, oh"
497,17,011-025,3,003-005,0,"This fiery height"
497,6,000-010,2,000-002,0,"Oh, oh"
497,15,011-025,4,003-005,-0.5,"My feet of fire"
497,23,026-050,5,003-005,-0.4,"My burning feet of fire"
498,80,076-010,16,016-020,0,"White to the very edge of his shirt, Hank looked stupidly about him like a child"
498,2,000-010,1,000-002,0,"Dr"
498,192,176-200,33,031-035,-0.09090909090909091,"Cathcart uttered some kind of unintelligible cry, turning as he did so with an instinctive movement of blind terror towards the protection of the tent, then halting in the act as though frozen"
498,67,076-010,12,011-015,-0.25,"Simpson, alone of the three, retained his presence of mind a little"
498,62,076-010,12,011-015,0.08333333333333333,"His own horror was too deep to allow of any immediate reaction"
498,28,026-050,6,006-008,-0.3333333333333333,"He had heard that cry before"
499,57,051-075,9,009-010,-0.2222222222222222,"Turning to his stricken companions, he said almost calmly"
500,54,051-075,11,011-015,0,"'That's exactly the cry I heard the very words he used"
501,66,076-010,12,011-015,-0.16666666666666666,"Then, lifting his face to the sky, he cried aloud, 'Défago, Défago"
501,20,011-025,5,003-005,0.4,"Come down here to us"
501,9,011-025,2,000-002,0,"Come down"
502,251,251-275,44,041-045,-0.09090909090909091,"And before there was time for anybody to take definite action one way or another, there came the sound of something dropping heavily between the trees, striking the branches on the way down, and landing with a dreadful thud upon the frozen earth below"
502,47,051-075,9,009-010,0.2222222222222222,"The crash and thunder of it was really terrific"
503,36,026-050,7,006-008,0.42857142857142855,"'That's him, s'help me the good Gawd"
503,113,101-125,20,016-020,-0.1,"came from Hank in a whispering cry half choked, his hand going automatically toward the hunting knife in his belt"
503,16,011-025,3,003-005,0,"'And he's coming"
503,11,011-025,2,000-002,0,"He's coming"
503,191,176-200,30,026-030,0,"he added, with an irrational laugh of horror, as the sounds of heavy footsteps crunching over the snow became distinctly audible, approaching through the blackness towards the circle of light"
504,141,126-150,24,021-025,-0.125,"And while the steps, with their stumbling motion, moved nearer and nearer upon them, the three men stood round that fire, motionless and dumb"
504,2,000-010,1,000-002,0,"Dr"
504,82,076-010,15,011-015,0,"Cathcart had the appearance of a man suddenly withered; even his eyes did not move"
504,88,076-010,14,011-015,-0.35714285714285715,"Hank, suffering shockingly, seemed on the verge again of violent action; yet did nothing"
504,26,026-050,6,006-008,0,"He, too, was hewn of stone"
504,34,026-050,5,003-005,0,"Like stricken children they seemed"
504,23,026-050,4,003-005,-0.75,"The picture was hideous"
